Number of PURLs per target domain,
Domain,Number of PURLs
permanent.fdlp.gov,75517
govinfo.library.unt.edu,975
www.govinfo.gov,167929
ntrs.nasa.gov,5735
wayback.archive-it.org,4896
nces.ed.gov,556
www.gao.gov,8879
www.ers.usda.gov,103
webharvest.gov,5860
usda.library.cornell.edu,241
webarchive.library.unt.edu,641
clintonwhitehouse3.archives.gov,20
eot.us.archive.org,989
www.nrcs.usda.gov,42
ertvideo.org,19
www.fs.usda.gov,698
www.bls.gov,269
fraser.stlouisfed.org,2260
www.irs.gov,969
www.epa.gov,277
www2.census.gov,570
www.dliflc.edu,1
data.ers.usda.gov,97
www.airmanmagazine.af.mil,1
www.rd.usda.gov,38
www.loc.gov,476
www.energy.gov,59
www.census.gov,481
www.ussc.gov,14
pubs.usgs.gov,15727
www.cia.gov,38
www.gpo.gov,6590
www.nrel.gov,2043
www.justice.gov,176
ies.ed.gov,6
uscode.house.gov,5
www.ngdc.noaa.gov,259
www.research.va.gov,6
www.fda.gov,68
web.archive.org,1168
www.nrc.gov,712
www.ffiec.gov,7
archive.ahrq.gov,51
www.ssa.gov,65
2009-2017.state.gov,568
store.usgs.gov,582
clu-in.org,109
www.ncbi.nlm.nih.gov,103
www.fsis.usda.gov,9
dec.usaid.gov,137
www.transportation.gov,14
webarchive.loc.gov,2065
samm.dsca.mil,1
fews.net,47
www.bjs.gov,31
www.eia.gov,107
www.fdic.gov,86
www.webharvest.gov,945
commons.lib.jmu.edu,3
catalog.archives.gov,61
www.faa.gov,154
usace.contentdm.oclc.org,5
nauticalcharts.noaa.gov,17
www.uspto.gov,53
www.ams.usda.gov,43
www.neh.gov,22
www.rma.usda.gov,139
www.pmel.noaa.gov,2
www.huduser.gov,80
library.unt.edu,86
solarsystem.nasa.gov,2
www.stsci.edu,1
www.opm.gov,51
www.nasa.gov,88
www.dol.gov,138
www.ojp.gov,515
sbir.nih.gov,1
www2.ed.gov,108
ngmdb.usgs.gov,195
www.usgs.gov,177
cms.ferc.gov,3
www.nae.usace.army.mil,2
fiscal.treasury.gov,10
www.americorps.gov,48
clnr.hqi.usmc.mil,1
innovations.ahrq.gov,2
www.fema.gov,38
nepis.epa.gov,317
www.foreignassistance.gov,8
cfpub.epa.gov,32
www.cdc.gov,286
icsw.nhtsa.gov,47
aero.larc.nasa.gov,1
crashstats.nhtsa.dot.gov,109
webapp1.dlib.indiana.edu,89
data.ams.usda.gov,1
www.nlm.nih.gov,45
www.charts.noaa.gov,333
www.fws.gov,58
volcano.si.edu,7
energy.gov,52
historicalcharts.noaa.gov,48
www.af.mil,112
www.ncei.noaa.gov,88
nifa.usda.gov,4
www.transtats.bts.gov,2
www.nass.usda.gov,134
ncua.gov,1
www.nodc.noaa.gov,17
www.netl.doe.gov,2
water.usgs.gov,41
www.benefits.va.gov,7
eclipse.gsfc.nasa.gov,1
www.navcen.uscg.gov,28
www.occ.gov,40
www.cancer.gov,13
bioguide.congress.gov,1
www.nidcd.nih.gov,3
www.ftc.gov,51
wonder.cdc.gov,11
archive.gao.gov,114
www.dvidshub.net,50
www.cpc.ncep.noaa.gov,15
one.nhtsa.gov,56
1997-2001.state.gov,19
2001-2009.state.gov,7
www.nwfsc.noaa.gov,3
www.dhs.gov,47
www.guideline.gov,1
trumpwhitehouse.archives.gov,36
ojjdp.ojp.gov,15
www.cbo.gov,75
www.arts.gov,27
www.ncdc.noaa.gov,82
www.usda.gov,13
afdc.energy.gov,8
directory.house.gov,2
nccih.nih.gov,6
www.state.gov,211
www.compliance.af.mil,1
www.ihs.gov,12
usitc.gov,16
agcensus.library.cornell.edu,96
msc.fema.gov,126
www.gsa.gov,36
www.usip.org,5
www.treasury.gov,32
safetydata.fra.dot.gov,5
oig.usaid.gov,5
seer.cancer.gov,8
hab.hrsa.gov,1
arlweb.msha.gov,16
www.doi.gov,15
sam.gov,4
apps.bea.gov,52
www.accessdata.fda.gov,4
cybercoe.army.mil,2
www.pbgc.gov,9
www.nsf.gov,94
bjs.ojp.gov,37
georgewbush-whitehouse.archives.gov,53
netl.doe.gov,6
cybercemetery.unt.edu,5
www.reserve.uscg.mil,2
www.maritime.dot.gov,10
www.nist.gov,40
www.ni-u.edu,2
www.afsc.noaa.gov,14
heasarc.gsfc.nasa.gov,3
www.ustaxcourt.gov,4
www.fhwa.dot.gov,131
eric.ed.gov,414
www.imls.gov,16
usatrade.census.gov,2
earthquake.usgs.gov,14
www.cpsc.gov,7
ods.od.nih.gov,4
www.fcc.gov,40
www.nigc.gov,7
cdm16021.contentdm.oclc.org,5
ehp.niehs.nih.gov,6
rsa.ed.gov,1
www.ferc.gov,12
antarcticsun.usap.gov,1
www.va.gov,40
www.wiserwomen.org,1
www.doleta.gov,10
www.nps.gov,107
www.forcecom.uscg.mil,1
www.fsa.usda.gov,52
www.srs.fs.usda.gov,617
www.ttb.gov,8
ntsb.gov,4
www.ssd.noaa.gov,14
www.nationalacademies.org,1
files.eric.ed.gov,17
hdl.loc.gov,4053
its.ntia.gov,23
ntia.gov,12
publibrary.planusace.us,1
nwql.usgs.gov,2
www.ncjrs.gov,35
mi.water.usgs.gov,2
iodp.tamu.edu,3
hdl.handle.net,38
www.training.nih.gov,3
www.fdlp.gov,31
www.nationalgangcenter.gov,4
www.usccr.gov,24
www.nber.org,4
www.medicare.gov,18
irma.nps.gov,93
www.federalreserve.gov,25
www.dcms.uscg.mil,8
www.usajobs.gov,3
search.usa.gov,19
www.acf.hhs.gov,24
www.npdb-hipdb.com,1
nmssanctuaries.blob.core.windows.net,18
www.bea.gov,13
tjaglcs.army.mil,4
www.marad.dot.gov,1
www.si.edu,5
msi.nga.mil,74
www3.epa.gov,87
www.umesc.usgs.gov,28
archives.fbi.gov,1
www.lsc.gov,2
stats.bls.gov,17
findtreatment.gov,2
vault.fbi.gov,20
home.pearsonvue.com,1
pe.usps.gov,3
www.fgdc.gov,9
www.immunize.org,3
history.army.mil,14
www.archives.gov,84
www.dnfsb.gov,19
www.climate.gov,1
grants.nih.gov,11
www.medicaid.gov,2
archive.opm.gov,18
npgallery.nps.gov,2
phil.cdc.gov,1
rngr.net,6
www.ruralhealthresearch.org,2
li-public.fmcsa.dot.gov,2
www.uthct.edu,1
cmgds.marine.usgs.gov,21
www.fas.usda.gov,12
www.exim.gov,4
digitalcommons.unl.edu,1
tidesandcurrents.noaa.gov,23
asrs.arc.nasa.gov,2
webapps.dol.gov,3
nc.water.usgs.gov,1
www.hud.gov,29
apps.dtic.mil,46
www.cerc.usgs.gov,11
www.copyright.gov,49
il.water.usgs.gov,3
digital.library.unt.edu,1182
www.fara.gov,1
www.armyupress.army.mil,22
clintonwhitehouse4.archives.gov,17
international.fhwa.dot.gov,10
wdr.doleta.gov,52
www.srs.gov,2
waterdata.usgs.gov,4
www.eeoc.gov,9
www.senate.gov,8
www.nhc.noaa.gov,5
clerk.house.gov,3
inss.ndu.edu,4
www.ahrq.gov,15
www.ars.usda.gov,40
consumer.ftc.gov,5
obamawhitehouse.archives.gov,27
www.afjag.af.mil,5
www.usaid.gov,7
www.sba.gov,7
www.fiscal.treasury.gov,7
nhd.usgs.gov,2
www.niaid.nih.gov,3
me.water.usgs.gov,4
intosaijournal.org,2
mrdata.usgs.gov,35
www.bts.gov,26
www.investor.gov,20
www-curator.jsc.nasa.gov,1
archive-it.org,266
cpfp.cancer.gov,1
www.ed.gov,5
nmsmonitor.blob.core.windows.net,1
iaspub.epa.gov,1
www.publichealth.va.gov,5
www.nhtsa.gov,6
www.cftc.gov,11
spinoff.nasa.gov,1
www.asafm.army.mil,6
oma.od.nih.gov,1
www.trade.gov,13
parkplanning.nps.gov,21
repository.library.noaa.gov,52
www.sec.gov,27
www.dco.uscg.mil,16
www.uscis.gov,26
greatlakes-seaway.com,1
www.uscgboating.org,5
catalog.gpo.gov,26
library.si.edu,4
www.ada.gov,8
www.jcs.mil,5
www.marsjournal.org,1
about.usps.com,9
www.nci.nih.gov,2
travel.state.gov,7
cha.house.gov,7
visibleearth.nasa.gov,1
www.fca.gov,8
alu.army.mil,1
www.fossil.energy.gov,2
pdf.wri.org,1
oiir.hq.nasa.gov,3
rcrapublic.epa.gov,1
www.navyreserve.navy.mil,2
www.niddk.nih.gov,7
www.grants.gov,1
www.prc.gov,2
www.msha.gov,6
guides.loc.gov,25
www.fincen.gov,7
propertydisposal.gsa.gov,1
cleancities.energy.gov,5
oui.doleta.gov,4
nnsa.energy.gov,2
www.nwcouncil.org,8
nij.ojp.gov,30
gpo.gov,3
web.ornl.gov,7
utahavalanchecenter.org,1
stemcells.nih.gov,1
apps.fas.usda.gov,5
www.phmsa.dot.gov,5
www.nlrb.gov,13
eclkc.ohs.acf.hhs.gov,2
www.aphis.usda.gov,18
commdocs.house.gov,13
oh.water.usgs.gov,1
ppubs.uspto.gov,3
ngdc.noaa.gov,23
www.volunteer.va.gov,1
coastalscience.noaa.gov,4
www.denix.osd.mil,3
www.safety.af.mil,4
geodesy.noaa.gov,1
repository.si.edu,103
publications.armywarcollege.edu,1
www.marshallcenter.org,11
www.airuniversity.af.edu,54
nrd.gov,1
oig.hhs.gov,38
www.ncua.gov,5
www.fmcs.gov,1
prod.stb.gov,7
www.access-board.gov,3
ask.gpo.gov,4
nvlpubs.nist.gov,6
www.usaspending.gov,1
advocacy.sba.gov,12
www.dcaa.mil,4
www.iwr.usace.army.mil,3
digitalmedia.fws.gov,12
ffb.treasury.gov,2
oig.justice.gov,16
www.treasurydirect.gov,12
tile.loc.gov,31
www.ginniemae.gov,4
eca.state.gov,2
www.childwelfare.gov,17
www.transit.dot.gov,8
catalog.coriell.org,1
ntp.niehs.nih.gov,4
www.soest.hawaii.edu,1
www.fisheries.noaa.gov,61
www.defensetravel.dod.mil,1
leadership.opm.gov,1
www.ornl.gov,1
doeic.science.energy.gov,1
www.oit.edu,1
memory.loc.gov,11
www.osha.gov,10
www.atf.gov,22
ncd.gov,3
archive.org,70
www.oig.dol.gov,7
www2.jpl.nasa.gov,1
nationaldb.org,1
ferc.gov,1
lcweb.loc.gov,3
www.fec.gov,17
www.rpc.senate.gov,1
www.blm.gov,29
www.uscourts.gov,21
www.cbp.gov,23
incidentnews.noaa.gov,1
wwwn.cdc.gov,5
www.nrs.fs.usda.gov,10
www.fmc.gov,13
www.dsca.mil,2
www.genome.gov,2
www.feb.gov,8
va.water.usgs.gov,3
www.fns.usda.gov,32
www.sciencebase.gov,11
fsapartners.ed.gov,2
www.financialstability.gov,1
apps-afsc.fisheries.noaa.gov,24
report.nih.gov,2
www.clu-in.org,7
ustr.gov,69
apcss.org,2
deainfo.nci.nih.gov,10
pubmed.ncbi.nlm.nih.gov,1
pr.water.usgs.gov,1
str.llnl.gov,2
ecos.fws.gov,3
apps.irs.gov,8
www.onetcenter.org,1
www.ntsb.gov,9
www.nwtrb.gov,1
www.fwspubs.org,1
www.usmint.gov,10
leb.fbi.gov,2
www.savingsbonds.gov,1
girlshealth.gov,1
www.aoml.noaa.gov,2
www.cisa.gov,6
www.ruralhealthinfo.org,2
www.usbr.gov,13
www.hsrd.research.va.gov,1
www.bpa.gov,4
www.losangeles.feb.gov,1
19january2017snapshot.epa.gov,5
sill-www.army.mil,4
exchanges.state.gov,2
www.rehab.research.va.gov,4
digital-commons.usnwc.edu,11
www.army.mil,4
speclab.cr.usgs.gov,2
www.swpc.noaa.gov,2
aad.archives.gov,1
www.jpl.nasa.gov,2
maps.ngdc.noaa.gov,12
www.cms.gov,29
arit.sirsi.net,1
ufdc.ufl.edu,162
lcweb2.loc.gov,11
www.in.ng.mil,1
nctr.pmel.noaa.gov,2
www.flra.gov,9
www.wpc.ncep.noaa.gov,4
pab.gao.gov,1
uscgboating.org,1
www.coris.noaa.gov,3
www.iaf.gov,4
www.mbr-pwrc.usgs.gov,2
public.era.nih.gov,1
forms.sc.egov.usda.gov,3
nida.nih.gov,24
www.globalchange.gov,3
www2.usgs.gov,9
online.onetcenter.org,2
conservation.ok.gov,1
science.nasa.gov,2
www.acc.af.mil,17
www.albany.edu,2
www.hrc.army.mil,2
www.fic.nih.gov,3
www.hq.nasa.gov,6
www.ngs.noaa.gov,4
www.childstats.gov,3
ojp.gov,2
www.fbi.gov,16
www.vos.noaa.gov,1
www.navy.mil,2
ncjrs.gov,2
ows.doleta.gov,3
woodshole.er.usgs.gov,2
www.e-publishing.af.mil,3
www.congress.gov,13
meps.ahrq.gov,10
www.sigar.mil,10
products.coastalscience.noaa.gov,3
es.ndu.edu,1
www.osti.gov,20
wwwbrr.cr.usgs.gov,1
www2.lbl.gov,2
sanctuaries.noaa.gov,6
www.oshrc.gov,6
www.nckri.org,1
nas.er.usgs.gov,2
usacac.army.mil,2
www.dau.edu,6
dfi.wa.gov,1
itic.ioc-unesco.org,2
www.ots.treas.gov,4
npin.cdc.gov,1
tse.export.gov,2
rosap.ntl.bts.gov,9
mchb.hrsa.gov,2
scnewsltr.dodlive.mil,1
attra.ncat.org,2
epw.senate.gov,1
www.supremecourt.gov,10
daac.ornl.gov,1
nccd.cdc.gov,2
www.afcec.af.mil,1
ifap.ed.gov,6
srtr.transplant.hrsa.gov,1
jsc.defense.gov,1
www.nrl.navy.mil,2
safety.fhwa.dot.gov,7
dantes.doded.mil,1
www.bis.doc.gov,39
discover.dtic.mil,58
www.hsdl.org,5
americorps.gov,24
www.arctic.noaa.gov,1
www.benning.army.mil,3
www.glerl.noaa.gov,3
www.ntia.doc.gov,4
armypubs.army.mil,10
www.dfc.gov,2
www.nccih.nih.gov,5
www.esd.whs.mil,3
www.weather.gov,17
animaldrugsatfda.fda.gov,1
search.noaa.gov,1
www.hpc.mil,1
mymarketnews.ams.usda.gov,4
vista.cira.colostate.edu,1
www.deepseadrilling.org,1
dcas.dmdc.osd.mil,1
mo.water.usgs.gov,8
sites.ed.gov,1
aoprals.state.gov,5
www.nidcr.nih.gov,7
actuary.defense.gov,1
www.jlab.org,6
agresearchmag.ars.usda.gov,1
www.trilateral.net,1
www.fletc.gov,5
archives.hud.gov,3
www.bva.va.gov,3
www.cominguptaller.org,1
ecommons.cornell.edu,4
www.marforres.marines.mil,2
www.fsgb.gov,1
earthobservatory.nasa.gov,1
www.sss.gov,2
www.forestsandrangelands.gov,1
www.secnav.navy.mil,2
www.usa.gov,2
wwwnc.cdc.gov,2
response.restoration.noaa.gov,2
aspe.hhs.gov,3
www.choir.research.va.gov,1
mutcd.fhwa.dot.gov,4
copyright.gov,11
transition.fec.gov,8
www3.cec.org,3
www.hcup-us.ahrq.gov,4
www.science.gov,2
space.mit.edu,1
www.nei.nih.gov,3
pubs.niaaa.nih.gov,5
lewisandclarktrail.com,1
irp.nih.gov,1
www.cafc.uscourts.gov,1
census.gov,1
www.hqmc.marines.mil,1
oceanservice.noaa.gov,4
worldwind.arc.nasa.gov,1
www.bep.gov,1
imagine.gsfc.nasa.gov,2
issuu.com,4
www.aam-us.org,2
www.whitehouse.gov,23
www.ojjdp.gov,16
www.usmarshals.gov,4
www.boem.gov,24
www.dla.mil,7
annualreport.nichd.nih.gov,2
gain.fas.usda.gov,2
www.taxpayeradvocate.irs.gov,1
www.bop.gov,7
fs.usda.gov,1
catalog.nlm.nih.gov,1
tmep.uspto.gov,2
www2c.cdc.gov,1
www.airnow.gov,3
folkways.si.edu,1
ndupress.ndu.edu,7
www.fjc.gov,10
m.usps.com,1
www.csce.gov,8
www.commerce.gov,4
webapp.rma.usda.gov,2
banks.data.fdic.gov,5
www.arctic.gov,4
ecap.crc.illinois.edu,1
www.arc.gov,2
www.navsea.navy.mil,1
www.oig.lsc.gov,4
www.nih.gov,4
www.mcc.gov,4
comptroller.defense.gov,6
www.energystar.gov,8
www.floodmaps.fema.gov,1
partnerships.gsfc.nasa.gov,2
lcweb2.loc.gov:8081,2
www-odp.tamu.edu,3
www.dm.usda.gov,3
www.ertvideo.org,1
www.naric.com,1
www.nrd.gov,1
www.fsl.orst.edu,1
fas.org,1
ops.fhwa.dot.gov,9
curator.jsc.nasa.gov,2
www.hiv.lanl.gov,2
www.netionline.com,1
content.govdelivery.com,1
appel.nasa.gov,3
www.ecfr.gov,2
cic.ndu.edu,3
nv.ng.mil,2
www.abmc.gov,11
www-fars.nhtsa.dot.gov,1
public-rma.fpac.usda.gov,1
www.nersc.gov,2
www.poh.usace.army.mil,2
studentaid.gov,12
www7.fdic.gov,2
policy.ssa.gov,2
www.anl.gov,2
www.defense.gov,8
www.jagcnet.army.mil,1
www.ocfo.usda.gov,1
windeis.anl.gov,1
www.acq.osd.mil,2
www.nauticalcharts.noaa.gov,3
progressreport.cancer.gov,2
www.uscg.mil,11
www.lre.usace.army.mil,4
www.hnc.usace.army.mil,1
casgc.ucsd.edu,1
www.dinfos.dma.mil,2
www.meps.ahrq.gov,5
agricola.nal.usda.gov,1
www.wilsoncenter.org,1
prosecutor.training.nij.gov,1
www.aoc.gov,2
www.dni.gov,8
www.bsee.gov,4
discover.lanl.gov,2
archives.nida.nih.gov,1
www.st.nmfs.noaa.gov,3
www.volpe.dot.gov,2
www.earthdata.nasa.gov,1
allhands.navy.mil,2
www.firstgov.gov,1
wwwsp.dotd.la.gov,1
www.moneyfactory.gov,1
countrystudies.us,1
planetarynames.wr.usgs.gov,1
csrc.nist.gov,5
archive.iaf.gov,1
ovc.ojp.gov,5
www.justnet.org,1
www.hepatitis.va.gov,2
training.fema.gov,3
webbook.nist.gov,1
cdan.nhtsa.gov,1
www.es.net,1
www.ca7.uscourts.gov,1
www.stateoig.gov,3
www.mbda.gov,3
monitoringthefuture.org,3
www.niaaa.nih.gov,3
www.mutcd.fhwa.dot.gov,1
www.aps.anl.gov,1
pdf.usaid.gov,1
data.bts.gov,3
apps.nationalmap.gov,6
www.fhlb-pgh.com,1
ct.ng.mil,1
ne.water.usgs.gov,1
www.med.navy.mil,1
directory.psc.gov,1
crf.sandia.gov,2
home.treasury.gov,11
www.mynavyhr.navy.mil,4
data.census.gov,2
hfv.lanl.gov,2
reeis.usda.gov,2
bookstore.gpo.gov,3
geology.cr.usgs.gov,2
www.smdc.army.mil,1
www.fmshrc.gov,1
nmshawaiihumpbackwhale.blob.core.windows.net,1
www.navysbir.com,1
archives.huduser.gov,8
lacoast.gov,2
pubchem.ncbi.nlm.nih.gov,2
www.samhsa.gov,13
yosemite.epa.gov,1
www.acl.gov,3
www.nichd.nih.gov,8
ori.hhs.gov,1
math.nist.gov,2
www.grc.nasa.gov,1
www.nationalguard.mil,3
www.taxtalktoday.com,1
www.arcr.niaaa.nih.gov,3
tn.water.usgs.gov,1
www.ice.gov,6
law.umaryland.libguides.com,1
www.fvap.gov,1
www.coldregions.org,1
www.osmre.gov,3
www.naturalinquirer.org,11
spo.nmfs.noaa.gov,4
swfsc-publications.fisheries.noaa.gov,1
www.mspb.gov,6
www.ustda.gov,1
oedci.uspto.gov,2
nvd.nist.gov,1
dmna.ny.gov,2
bhw.hrsa.gov,2
www.export.gov,2
water.weather.gov,1
ipnpr.jpl.nasa.gov,1
history.house.gov,1
starchild.gsfc.nasa.gov,1
apps.usfa.fema.gov,3
www.fishwildlife.org,1
www.nimh.nih.gov,3
www.cmdl.noaa.gov,1
newsletter.samhsa.gov,2
www.datafiles.samhsa.gov,2
gravelocator.cem.va.gov,1
tmidm.uspto.gov,1
www.sales.dla.mil,1
history.defense.gov,10
www.history.navy.mil,28
www.slac.stanford.edu,1
www.nimhd.nih.gov,1
lima.usgs.gov,1
gmao.gsfc.nasa.gov,1
www.landbetweenthelakes.us,1
www.atsdr.cdc.gov,4
govbooktalk.gpo.gov,2
www.fueleconomy.gov,2
datafiles.samhsa.gov,2
www.fcsic.gov,1
www.globalsecurity.org,2
www.fta.dot.gov,1
stimson.contentdm.oclc.org,1
www.ready.gov,1
ca.water.usgs.gov,1
it.ojp.gov,1
www.ilr.cornell.edu,1
www.dodsbirsttr.mil,1
academic.oup.com,1
elibrary.ferc.gov,5
www.dia.mil,2
wtc.nist.gov,2
www.rcfl.gov,2
glorecords.blm.gov,1
findtreatment.samhsa.gov,2
umesc.usgs.gov,2
www.hudoig.gov,2
www.wcc.nrcs.usda.gov,1
oese.ed.gov,2
www.improveirs.org,1
wdr.water.usgs.gov,3
history.arc.nasa.gov,1
www.eac.gov,9
coastalgeotools.org,1
nsf.gov,3
www.naclubs.org,1
www.astrocappella.com,1
digitalcommons.ilr.cornell.edu,1
www.apcss.org,1
www.hydrogen.energy.gov,2
workforcesecurity.doleta.gov,3
www.osec.doc.gov,4
hivinfo.nih.gov,2
www.ushmm.org,1
www.maryland.gov,1
www.ili.org,1
portal.hud.gov,5
www.dma.mil,1
acwi.gov,3
www.bia.gov,6
ssi.armywarcollege.edu,2
siarchives.si.edu,1
dailymed.nlm.nih.gov,1
espanol.epa.gov,2
www1.eere.energy.gov,1
www.oe.netl.doe.gov,1
www.dodig.mil,2
www.occ.treas.gov,2
web.ita.doc.gov,1
oig.tva.gov,2
umbra.nascom.nasa.gov,1
www.557weatherwing.af.mil,1
www.health.mil,3
www.ncjrs.org,1
www.jobs.nih.gov,1
www.msc.usff.navy.mil,2
charts.noaa.gov,2
www.gsaig.gov,3
www.wwiimemorial.com,1
www.noaa.gov,10
www.uscc.gov,4
search.epa.gov,1
www.hrsa.gov,2
sunearthday.nasa.gov,1
history.state.gov,8
fl.water.usgs.gov,33
www.wlajournal.com,2
www.sti.nasa.gov,1
www.dtra.mil,3
glovis.usgs.gov,1
www.dea.gov,4
fairchild-mil.libguides.com,2
www.vendorportal.ecms.va.gov,1
ttabvue.uspto.gov,1
smithsonianeducation.org,1
www.eda.gov,1
tools.usps.com,1
cfo.lbl.gov,2
www.kansasgis.org,1
www.usfa.fema.gov,5
oig.ed.gov,2
ncjrs.org,1
volcanoes.usgs.gov,4
osc.gov,6
www.mlkday.gov,1
nssdc.gsfc.nasa.gov,2
www.nwrel.org,2
se.usembassy.gov,1
alcoholpolicy.niaaa.nih.gov,1
www.westover.afrc.af.mil,2
www.recalls.gov,1
www.stopbullying.gov,1
www.consumer.ftc.gov,1
www.hsaj.org,1
platteriverprogram.org,1
pe.usps.com,3
ofmpub.epa.gov,1
www.nwglde.org,1
www.ospo.noaa.gov,2
modis.gsfc.nasa.gov,1
data.bls.gov,1
npg.si.edu,1
aa.usno.navy.mil,2
www.airspacemag.com,1
www.jct.gov,32
archives.gov,1
search.uscourts.cavc.gov,1
www.bnl.gov,3
www.fhfa.gov,6
dsld.od.nih.gov,1
geonames.nga.mil,1
marineprotectedareas.noaa.gov,2
